reason; destination_file; list_of_source_files
migrate;s3/ensemble_v0.log;['s2/ensemble.log']
migrate;s3/qsub.batch;['s2/qsub.batch']
migrate;s3/worker4/tmp_files/3891.sh;['s2/worker4/tmp_files/3891.sh']
migrate;s3/worker4/tmp_files/2856.sh;['s2/worker4/tmp_files/2856.sh']
migrate;s3/worker4/tmp_files/1167.sh;['s2/worker4/tmp_files/1167.sh']
migrate;s3/worker4/tmp_files/5907.sh;['s2/worker4/tmp_files/5907.sh']
migrate;s3/worker4/tmp_files/5740.sh;['s2/worker4/tmp_files/5740.sh']
migrate;s3/worker4/tmp_files/6131.sh;['s2/worker4/tmp_files/6131.sh']
migrate;s3/worker4/tmp_files/4283.sh;['s2/worker4/tmp_files/4283.sh']
migrate;s3/worker4/tmp_files/382.sh;['s2/worker4/tmp_files/382.sh']
migrate;s3/worker4/tmp_files/9785.sh;['s2/worker4/tmp_files/9785.sh']
migrate;s3/worker4/tmp_files/435.sh;['s2/worker4/tmp_files/435.sh']
migrate;s3/worker4/tmp_files/5157.sh;['s2/worker4/tmp_files/5157.sh']
migrate;s3/worker4/tmp_files/5951.sh;['s2/worker4/tmp_files/5951.sh']
migrate;s3/worker4/tmp_files/7760.sh;['s2/worker4/tmp_files/7760.sh']
migrate;s3/worker4/tmp_files/9357.sh;['s2/worker4/tmp_files/9357.sh']
migrate;s3/worker4/tmp_files/9925.sh;['s2/worker4/tmp_files/9925.sh']
migrate;s3/worker4/tmp_files/3010.sh;['s2/worker4/tmp_files/3010.sh']
migrate;s3/worker4/tmp_files/4064.sh;['s2/worker4/tmp_files/4064.sh']
migrate;s3/worker4/tmp_files/1856.sh;['s2/worker4/tmp_files/1856.sh']
migrate;s3/worker4/tmp_files/7003.sh;['s2/worker4/tmp_files/7003.sh']
migrate;s3/worker4/tmp_files/803.sh;['s2/worker4/tmp_files/803.sh']
migrate;s3/worker4/tmp_files/4072.sh;['s2/worker4/tmp_files/4072.sh']
migrate;s3/worker4/tmp_files/4150.sh;['s2/worker4/tmp_files/4150.sh']
migrate;s3/worker4/tmp_files/147.sh;['s2/worker4/tmp_files/147.sh']
migrate;s3/worker4/tmp_files/3336.sh;['s2/worker4/tmp_files/3336.sh']
migrate;s3/worker4/tmp_files/1009.sh;['s2/worker4/tmp_files/1009.sh']
migrate;s3/worker4/tmp_files/8605.sh;['s2/worker4/tmp_files/8605.sh']
migrate;s3/worker4/tmp_files/3446.sh;['s2/worker4/tmp_files/3446.sh']
migrate;s3/worker4/tmp_files/1376.sh;['s2/worker4/tmp_files/1376.sh']
migrate;s3/worker4/tmp_files/5486.sh;['s2/worker4/tmp_files/5486.sh']
migrate;s3/worker4/tmp_files/8645.sh;['s2/worker4/tmp_files/8645.sh']
migrate;s3/worker4/tmp_files/2541.sh;['s2/worker4/tmp_files/2541.sh']
migrate;s3/worker4/tmp_files/4949.sh;['s2/worker4/tmp_files/4949.sh']
migrate;s3/worker4/tmp_files/8155.sh;['s2/worker4/tmp_files/8155.sh']
migrate;s3/worker4/tmp_files/9826.sh;['s2/worker4/tmp_files/9826.sh']
migrate;s3/worker4/tmp_files/9257.sh;['s2/worker4/tmp_files/9257.sh']
migrate;s3/worker4/tmp_files/9964.sh;['s2/worker4/tmp_files/9964.sh']
migrate;s3/worker4/tmp_files/902.sh;['s2/worker4/tmp_files/902.sh']
migrate;s3/worker4/tmp_files/9319.sh;['s2/worker4/tmp_files/9319.sh']
migrate;s3/worker4/tmp_files/3889.sh;['s2/worker4/tmp_files/3889.sh']
migrate;s3/worker4/tmp_files/833.sh;['s2/worker4/tmp_files/833.sh']
migrate;s3/worker4/tmp_files/9794.sh;['s2/worker4/tmp_files/9794.sh']
migrate;s3/worker4/tmp_files/4389.sh;['s2/worker4/tmp_files/4389.sh']
migrate;s3/worker4/tmp_files/5990.sh;['s2/worker4/tmp_files/5990.sh']
migrate;s3/worker4/tmp_files/5940.sh;['s2/worker4/tmp_files/5940.sh']
migrate;s3/worker4/tmp_files/9032.sh;['s2/worker4/tmp_files/9032.sh']
migrate;s3/worker4/tmp_files/2131.sh;['s2/worker4/tmp_files/2131.sh']
migrate;s3/worker4/tmp_files/7569.sh;['s2/worker4/tmp_files/7569.sh']
migrate;s3/worker4/tmp_files/918.sh;['s2/worker4/tmp_files/918.sh']
migrate;s3/worker4/tmp_files/8605_0.log;['s2/worker4/tmp_files/8605_0.log']
migrate;s3/worker4/tmp_files/918_0.log;['s2/worker4/tmp_files/918_0.log']
migrate;s3/worker4/tmp_files/5486_0.log;['s2/worker4/tmp_files/5486_0.log']
migrate;s3/worker4/tmp_files/5951_0.log;['s2/worker4/tmp_files/5951_0.log']
migrate;s3/worker4/tmp_files/5740_0.log;['s2/worker4/tmp_files/5740_0.log']
