reason; destination_file; list_of_source_files
migrate;temp_merge/Polaris_04n_0128a/qsub.batch;['stage/Polaris_04n_0128a/qsub.batch']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/6824.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/6824.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/7223.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/7223.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/6463.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/6463.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/9710.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/9710.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/8800.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/8800.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/5549.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/5549.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/3906.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/3906.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/766.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/766.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/3507.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/3507.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/1310.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/1310.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/5137.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/5137.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/1387.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/1387.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/4815.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/4815.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/1389.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/1389.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/9926.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/9926.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/2692.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/2692.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/5884.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/5884.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/8190.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/8190.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/4108.sh;['stage/Polaris_04n_0128a/worker4/tmp_files/4108.sh']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/4108_0.log;['stage/Polaris_04n_0128a/worker4/tmp_files/4108_0.log']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/8190_0.log;['stage/Polaris_04n_0128a/worker4/tmp_files/8190_0.log']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/2692_0.log;['stage/Polaris_04n_0128a/worker4/tmp_files/2692_0.log']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/9710_0.log;['stage/Polaris_04n_0128a/worker4/tmp_files/9710_0.log']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/4815_0.log;['stage/Polaris_04n_0128a/worker4/tmp_files/4815_0.log']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/1389_0.log;['stage/Polaris_04n_0128a/worker4/tmp_files/1389_0.log']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/3906_0.log;['stage/Polaris_04n_0128a/worker4/tmp_files/3906_0.log']
migrate;temp_merge/Polaris_04n_0128a/worker4/tmp_files/1310_0.log;['stage/Polaris_04n_0128a/worker4/tmp_files/1310_0.log']
