reason; destination_file; list_of_source_files
migrate;s3/worker4/tmp_files/8056.sh;['s2/worker4/tmp_files/8056.sh']
migrate;s3/worker4/tmp_files/2665.sh;['s2/worker4/tmp_files/2665.sh']
migrate;s3/worker4/tmp_files/9738.sh;['s2/worker4/tmp_files/9738.sh']
migrate;s3/worker4/tmp_files/3287.sh;['s2/worker4/tmp_files/3287.sh']
migrate;s3/worker4/tmp_files/9275.sh;['s2/worker4/tmp_files/9275.sh']
migrate;s3/worker4/tmp_files/8538.sh;['s2/worker4/tmp_files/8538.sh']
migrate;s3/worker4/tmp_files/8644.sh;['s2/worker4/tmp_files/8644.sh']
migrate;s3/worker4/tmp_files/3065.sh;['s2/worker4/tmp_files/3065.sh']
migrate;s3/worker4/tmp_files/8774.sh;['s2/worker4/tmp_files/8774.sh']
migrate;s3/worker4/tmp_files/3138.sh;['s2/worker4/tmp_files/3138.sh']
migrate;s3/worker4/tmp_files/5035.sh;['s2/worker4/tmp_files/5035.sh']
migrate;s3/worker4/tmp_files/3205.sh;['s2/worker4/tmp_files/3205.sh']
migrate;s3/worker4/tmp_files/128.sh;['s2/worker4/tmp_files/128.sh']
migrate;s3/worker4/tmp_files/2347.sh;['s2/worker4/tmp_files/2347.sh']
migrate;s3/worker4/tmp_files/1154.sh;['s2/worker4/tmp_files/1154.sh']
migrate;s3/worker4/tmp_files/2617.sh;['s2/worker4/tmp_files/2617.sh']
migrate;s3/worker4/tmp_files/5146.sh;['s2/worker4/tmp_files/5146.sh']
migrate;s3/worker4/tmp_files/4441.sh;['s2/worker4/tmp_files/4441.sh']
migrate;s3/worker4/tmp_files/2584.sh;['s2/worker4/tmp_files/2584.sh']
migrate;s3/worker4/tmp_files/1691.sh;['s2/worker4/tmp_files/1691.sh']
migrate;s3/worker4/tmp_files/1218.sh;['s2/worker4/tmp_files/1218.sh']
migrate;s3/worker4/tmp_files/579.sh;['s2/worker4/tmp_files/579.sh']
migrate;s3/worker4/tmp_files/917.sh;['s2/worker4/tmp_files/917.sh']
migrate;s3/worker4/tmp_files/5078.sh;['s2/worker4/tmp_files/5078.sh']
migrate;s3/worker4/tmp_files/6217.sh;['s2/worker4/tmp_files/6217.sh']
migrate;s3/worker4/tmp_files/9117.sh;['s2/worker4/tmp_files/9117.sh']
migrate;s3/worker4/tmp_files/6589.sh;['s2/worker4/tmp_files/6589.sh']
migrate;s3/worker4/tmp_files/6378.sh;['s2/worker4/tmp_files/6378.sh']
migrate;s3/worker4/tmp_files/4422.sh;['s2/worker4/tmp_files/4422.sh']
migrate;s3/worker4/tmp_files/7379.sh;['s2/worker4/tmp_files/7379.sh']
migrate;s3/worker4/tmp_files/3263.sh;['s2/worker4/tmp_files/3263.sh']
migrate;s3/worker4/tmp_files/8944.sh;['s2/worker4/tmp_files/8944.sh']
migrate;s3/worker4/tmp_files/1513.sh;['s2/worker4/tmp_files/1513.sh']
migrate;s3/worker4/tmp_files/4246.sh;['s2/worker4/tmp_files/4246.sh']
migrate;s3/worker4/tmp_files/4851.sh;['s2/worker4/tmp_files/4851.sh']
migrate;s3/worker4/tmp_files/7423.sh;['s2/worker4/tmp_files/7423.sh']
migrate;s3/worker4/tmp_files/9966.sh;['s2/worker4/tmp_files/9966.sh']
migrate;s3/worker4/tmp_files/2785.sh;['s2/worker4/tmp_files/2785.sh']
migrate;s3/worker4/tmp_files/7392.sh;['s2/worker4/tmp_files/7392.sh']
migrate;s3/worker4/tmp_files/1006.sh;['s2/worker4/tmp_files/1006.sh']
migrate;s3/worker4/tmp_files/529.sh;['s2/worker4/tmp_files/529.sh']
migrate;s3/worker4/tmp_files/7017.sh;['s2/worker4/tmp_files/7017.sh']
migrate;s3/worker4/tmp_files/9605.sh;['s2/worker4/tmp_files/9605.sh']
migrate;s3/worker4/tmp_files/8256.sh;['s2/worker4/tmp_files/8256.sh']
migrate;s3/worker4/tmp_files/4497.sh;['s2/worker4/tmp_files/4497.sh']
migrate;s3/worker4/tmp_files/7622.sh;['s2/worker4/tmp_files/7622.sh']
migrate;s3/worker4/tmp_files/590.sh;['s2/worker4/tmp_files/590.sh']
migrate;s3/worker4/tmp_files/7480.sh;['s2/worker4/tmp_files/7480.sh']
migrate;s3/worker4/tmp_files/8300.sh;['s2/worker4/tmp_files/8300.sh']
migrate;s3/worker4/tmp_files/1885.sh;['s2/worker4/tmp_files/1885.sh']
migrate;s3/worker4/tmp_files/693.sh;['s2/worker4/tmp_files/693.sh']
migrate;s3/worker4/tmp_files/2665_0.log;['s2/worker4/tmp_files/2665_0.log']
migrate;s3/worker4/tmp_files/7480_0.log;['s2/worker4/tmp_files/7480_0.log']
migrate;s3/worker4/tmp_files/3263_0.log;['s2/worker4/tmp_files/3263_0.log']
migrate;s3/worker4/tmp_files/1691_0.log;['s2/worker4/tmp_files/1691_0.log']
migrate;s3/worker4/tmp_files/7423_0.log;['s2/worker4/tmp_files/7423_0.log']
migrate;s3/worker4/tmp_files/3065_0.log;['s2/worker4/tmp_files/3065_0.log']
migrate;s3/worker4/tmp_files/8538_0.log;['s2/worker4/tmp_files/8538_0.log']
migrate;s3/worker4/tmp_files/6378_0.log;['s2/worker4/tmp_files/6378_0.log']
migrate;s3/worker4/tmp_files/590_0.log;['s2/worker4/tmp_files/590_0.log']
migrate;s3/worker4/tmp_files/9275_0.log;['s2/worker4/tmp_files/9275_0.log']
migrate;s3/worker4/tmp_files/917_0.log;['s2/worker4/tmp_files/917_0.log']
migrate;s3/worker4/tmp_files/8256_0.log;['s2/worker4/tmp_files/8256_0.log']
migrate;s3/worker4/tmp_files/6589_0.log;['s2/worker4/tmp_files/6589_0.log']
migrate;s3/worker4/tmp_files/5146_0.log;['s2/worker4/tmp_files/5146_0.log']
migrate;s3/worker4/tmp_files/2584_0.log;['s2/worker4/tmp_files/2584_0.log']
migrate;s3/worker4/tmp_files/6217_0.log;['s2/worker4/tmp_files/6217_0.log']
migrate;s3/worker4/tmp_files/8774_0.log;['s2/worker4/tmp_files/8774_0.log']
migrate;s3/worker4/tmp_files/2347_0.log;['s2/worker4/tmp_files/2347_0.log']
migrate;s3/worker4/tmp_files/9966_0.log;['s2/worker4/tmp_files/9966_0.log']
migrate;s3/worker4/tmp_files/128_0.log;['s2/worker4/tmp_files/128_0.log']
migrate;s3/worker4/tmp_files/7379_0.log;['s2/worker4/tmp_files/7379_0.log']
migrate;s3/worker4/tmp_files/4246_0.log;['s2/worker4/tmp_files/4246_0.log']
migrate;s3/worker4/tmp_files/9738_0.log;['s2/worker4/tmp_files/9738_0.log']
migrate;s3/worker4/tmp_files/3205_0.log;['s2/worker4/tmp_files/3205_0.log']
migrate;s3/worker4/tmp_files/9605_0.log;['s2/worker4/tmp_files/9605_0.log']
migrate;s3/worker4/tmp_files/7017_0.log;['s2/worker4/tmp_files/7017_0.log']
migrate;s3/worker4/tmp_files/693_0.log;['s2/worker4/tmp_files/693_0.log']
migrate;s3/worker4/tmp_files/7392_0.log;['s2/worker4/tmp_files/7392_0.log']
migrate;s3/worker4/tmp_files/5078_0.log;['s2/worker4/tmp_files/5078_0.log']
migrate;s3/worker4/tmp_files/1218_0.log;['s2/worker4/tmp_files/1218_0.log']
migrate;s3/worker4/tmp_files/3287_0.log;['s2/worker4/tmp_files/3287_0.log']
migrate;s3/worker4/tmp_files/529_0.log;['s2/worker4/tmp_files/529_0.log']
migrate;s3/worker4/tmp_files/5035_0.log;['s2/worker4/tmp_files/5035_0.log']
migrate;s3/worker4/tmp_files/4497_0.log;['s2/worker4/tmp_files/4497_0.log']
migrate;s3/worker4/tmp_files/4422_0.log;['s2/worker4/tmp_files/4422_0.log']
migrate;s3/worker4/tmp_files/1006_0.log;['s2/worker4/tmp_files/1006_0.log']
migrate;s3/worker4/tmp_files/3138_0.log;['s2/worker4/tmp_files/3138_0.log']
migrate;s3/worker4/tmp_files/2617_0.log;['s2/worker4/tmp_files/2617_0.log']
migrate;s3/worker4/tmp_files/8056_0.log;['s2/worker4/tmp_files/8056_0.log']
migrate;s3/worker4/tmp_files/579_0.log;['s2/worker4/tmp_files/579_0.log']
migrate;s3/worker4/tmp_files/1885_0.log;['s2/worker4/tmp_files/1885_0.log']
migrate;s3/worker4/tmp_files/9117_0.log;['s2/worker4/tmp_files/9117_0.log']
migrate;s3/worker4/tmp_files/8944_0.log;['s2/worker4/tmp_files/8944_0.log']
migrate;s3/worker4/tmp_files/4441_0.log;['s2/worker4/tmp_files/4441_0.log']
migrate;s3/worker4/tmp_files/8300_0.log;['s2/worker4/tmp_files/8300_0.log']
migrate;s3/worker4/tmp_files/2785_0.log;['s2/worker4/tmp_files/2785_0.log']
migrate;s3/worker4/tmp_files/1154_0.log;['s2/worker4/tmp_files/1154_0.log']
