reason; destination_file; list_of_source_files
migrate;temp_merge/Polaris_02n_0256a/ensemble_v0.log;['stage/Polaris_02n_0256a/ensemble.log']
migrate;temp_merge/Polaris_02n_0256a/qsub.batch;['stage/Polaris_02n_0256a/qsub.batch']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/2906.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/2906.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/736.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/736.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/2617.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/2617.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/5179.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/5179.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/1526.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/1526.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/5832.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/5832.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/6840.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/6840.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/2678.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/2678.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/4236.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/4236.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/6626.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/6626.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/9485.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/9485.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/497.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/497.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/2282.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/2282.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/1903.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/1903.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/178.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/178.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/9776.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/9776.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/7410.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/7410.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/2715.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/2715.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/8090.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/8090.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/422.sh;['stage/Polaris_02n_0256a/worker4/tmp_files/422.sh']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/1903_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/1903_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/4236_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/4236_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/5179_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/5179_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/2678_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/2678_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/8090_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/8090_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/2282_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/2282_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/736_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/736_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/497_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/497_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/2906_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/2906_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/178_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/178_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/9485_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/9485_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/5832_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/5832_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/2715_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/2715_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/422_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/422_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/2617_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/2617_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/6626_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/6626_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/9776_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/9776_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/1526_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/1526_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/7410_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/7410_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker4/tmp_files/6840_0.log;['stage/Polaris_02n_0256a/worker4/tmp_files/6840_0.log']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/9732.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/9732.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/2939.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/2939.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/2943.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/2943.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/5859.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/5859.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/5798.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/5798.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/1299.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/1299.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/8302.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/8302.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/7772.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/7772.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/980.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/980.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/5759.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/5759.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/9049.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/9049.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/9366.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/9366.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/1972.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/1972.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/2798.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/2798.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/9907.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/9907.sh']
migrate;temp_merge/Polaris_02n_0256a/worker3/tmp_files/5275.sh;['stage/Polaris_02n_0256a/worker3/tmp_files/5275.sh']
