reason; destination_file; list_of_source_files
migrate;s3/ensemble_v0.log;['s2/ensemble.log']
migrate;s3/qsub.batch;['s2/qsub.batch']
migrate;s3/worker4/tmp_files/261.sh;['s2/worker4/tmp_files/261.sh']
migrate;s3/worker4/tmp_files/7530.sh;['s2/worker4/tmp_files/7530.sh']
migrate;s3/worker4/tmp_files/1716.sh;['s2/worker4/tmp_files/1716.sh']
migrate;s3/worker4/tmp_files/5039.sh;['s2/worker4/tmp_files/5039.sh']
migrate;s3/worker4/tmp_files/5331.sh;['s2/worker4/tmp_files/5331.sh']
migrate;s3/worker4/tmp_files/3741.sh;['s2/worker4/tmp_files/3741.sh']
migrate;s3/worker4/tmp_files/218.sh;['s2/worker4/tmp_files/218.sh']
migrate;s3/worker4/tmp_files/5788.sh;['s2/worker4/tmp_files/5788.sh']
migrate;s3/worker4/tmp_files/1620.sh;['s2/worker4/tmp_files/1620.sh']
migrate;s3/worker4/tmp_files/8284.sh;['s2/worker4/tmp_files/8284.sh']
migrate;s3/worker4/tmp_files/2347.sh;['s2/worker4/tmp_files/2347.sh']
migrate;s3/worker4/tmp_files/2639.sh;['s2/worker4/tmp_files/2639.sh']
migrate;s3/worker4/tmp_files/7558.sh;['s2/worker4/tmp_files/7558.sh']
migrate;s3/worker4/tmp_files/7320.sh;['s2/worker4/tmp_files/7320.sh']
migrate;s3/worker4/tmp_files/2071.sh;['s2/worker4/tmp_files/2071.sh']
migrate;s3/worker4/tmp_files/5716.sh;['s2/worker4/tmp_files/5716.sh']
migrate;s3/worker4/tmp_files/8604.sh;['s2/worker4/tmp_files/8604.sh']
migrate;s3/worker4/tmp_files/5703.sh;['s2/worker4/tmp_files/5703.sh']
migrate;s3/worker4/tmp_files/7274.sh;['s2/worker4/tmp_files/7274.sh']
migrate;s3/worker4/tmp_files/7600.sh;['s2/worker4/tmp_files/7600.sh']
migrate;s3/worker4/tmp_files/2127.sh;['s2/worker4/tmp_files/2127.sh']
migrate;s3/worker4/tmp_files/4547.sh;['s2/worker4/tmp_files/4547.sh']
migrate;s3/worker4/tmp_files/2670.sh;['s2/worker4/tmp_files/2670.sh']
migrate;s3/worker4/tmp_files/5015.sh;['s2/worker4/tmp_files/5015.sh']
migrate;s3/worker4/tmp_files/8668.sh;['s2/worker4/tmp_files/8668.sh']
migrate;s3/worker4/tmp_files/5486.sh;['s2/worker4/tmp_files/5486.sh']
migrate;s3/worker4/tmp_files/7885.sh;['s2/worker4/tmp_files/7885.sh']
migrate;s3/worker4/tmp_files/9776.sh;['s2/worker4/tmp_files/9776.sh']
migrate;s3/worker4/tmp_files/4005.sh;['s2/worker4/tmp_files/4005.sh']
migrate;s3/worker4/tmp_files/3749.sh;['s2/worker4/tmp_files/3749.sh']
migrate;s3/worker4/tmp_files/2577.sh;['s2/worker4/tmp_files/2577.sh']
migrate;s3/worker4/tmp_files/4678.sh;['s2/worker4/tmp_files/4678.sh']
migrate;s3/worker4/tmp_files/7188.sh;['s2/worker4/tmp_files/7188.sh']
migrate;s3/worker4/tmp_files/5486_0.log;['s2/worker4/tmp_files/5486_0.log']
migrate;s3/worker4/tmp_files/5331_0.log;['s2/worker4/tmp_files/5331_0.log']
migrate;s3/worker4/tmp_files/4678_0.log;['s2/worker4/tmp_files/4678_0.log']
migrate;s3/worker4/tmp_files/4005_0.log;['s2/worker4/tmp_files/4005_0.log']
migrate;s3/worker4/tmp_files/1620_0.log;['s2/worker4/tmp_files/1620_0.log']
migrate;s3/worker4/tmp_files/5039_0.log;['s2/worker4/tmp_files/5039_0.log']
migrate;s3/worker4/tmp_files/4547_0.log;['s2/worker4/tmp_files/4547_0.log']
migrate;s3/worker4/tmp_files/2577_0.log;['s2/worker4/tmp_files/2577_0.log']
migrate;s3/worker4/tmp_files/218_0.log;['s2/worker4/tmp_files/218_0.log']
migrate;s3/worker4/tmp_files/1716_0.log;['s2/worker4/tmp_files/1716_0.log']
migrate;s3/worker4/tmp_files/2670_0.log;['s2/worker4/tmp_files/2670_0.log']
migrate;s3/worker4/tmp_files/5788_0.log;['s2/worker4/tmp_files/5788_0.log']
migrate;s3/worker4/tmp_files/2347_0.log;['s2/worker4/tmp_files/2347_0.log']
migrate;s3/worker4/tmp_files/7530_0.log;['s2/worker4/tmp_files/7530_0.log']
migrate;s3/worker4/tmp_files/3749_0.log;['s2/worker4/tmp_files/3749_0.log']
migrate;s3/worker4/tmp_files/3741_0.log;['s2/worker4/tmp_files/3741_0.log']
migrate;s3/worker4/tmp_files/7188_0.log;['s2/worker4/tmp_files/7188_0.log']
migrate;s3/worker4/tmp_files/8604_0.log;['s2/worker4/tmp_files/8604_0.log']
migrate;s3/worker4/tmp_files/2639_0.log;['s2/worker4/tmp_files/2639_0.log']
