reason; destination_file; list_of_source_files
migrate;temp_merge/Polaris_01n_0256a/ensemble_v0.log;['stage/Polaris_01n_0256a/ensemble.log']
migrate;temp_merge/Polaris_01n_0256a/qsub.batch;['stage/Polaris_01n_0256a/qsub.batch']
migrate;temp_merge/Polaris_01n_0256a/worker4/tmp_files/2805.sh;['stage/Polaris_01n_0256a/worker4/tmp_files/2805.sh']
migrate;temp_merge/Polaris_01n_0256a/worker4/tmp_files/2805_0.log;['stage/Polaris_01n_0256a/worker4/tmp_files/2805_0.log']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/5650.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/5650.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/6731.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/6731.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/6307.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/6307.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/3851.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/3851.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/2791.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/2791.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/1755.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/1755.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/371.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/371.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/7488.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/7488.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/9957.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/9957.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/6410.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/6410.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/7706.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/7706.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/8888.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/8888.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/7655.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/7655.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/642.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/642.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/6336.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/6336.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/6329.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/6329.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/3027.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/3027.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/520.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/520.sh']
migrate;temp_merge/Polaris_01n_0256a/worker3/tmp_files/4167.sh;['stage/Polaris_01n_0256a/worker3/tmp_files/4167.sh']
