reason; destination_file; list_of_source_files
migrate;s3/ensemble.log;['s2/ensemble.log']
migrate;s3/qsub.batch;['s2/qsub.batch']
migrate;s3/worker4/tmp_files/9579.sh;['s2/worker4/tmp_files/9579.sh']
migrate;s3/worker4/tmp_files/8784.sh;['s2/worker4/tmp_files/8784.sh']
migrate;s3/worker4/tmp_files/1210.sh;['s2/worker4/tmp_files/1210.sh']
migrate;s3/worker4/tmp_files/2532.sh;['s2/worker4/tmp_files/2532.sh']
migrate;s3/worker4/tmp_files/4589.sh;['s2/worker4/tmp_files/4589.sh']
migrate;s3/worker4/tmp_files/1962.sh;['s2/worker4/tmp_files/1962.sh']
migrate;s3/worker4/tmp_files/6962.sh;['s2/worker4/tmp_files/6962.sh']
migrate;s3/worker4/tmp_files/7152.sh;['s2/worker4/tmp_files/7152.sh']
migrate;s3/worker4/tmp_files/8176.sh;['s2/worker4/tmp_files/8176.sh']
migrate;s3/worker4/tmp_files/8906.sh;['s2/worker4/tmp_files/8906.sh']
migrate;s3/worker4/tmp_files/1159.sh;['s2/worker4/tmp_files/1159.sh']
migrate;s3/worker4/tmp_files/2618.sh;['s2/worker4/tmp_files/2618.sh']
migrate;s3/worker4/tmp_files/4756.sh;['s2/worker4/tmp_files/4756.sh']
migrate;s3/worker4/tmp_files/7702.sh;['s2/worker4/tmp_files/7702.sh']
migrate;s3/worker4/tmp_files/3978.sh;['s2/worker4/tmp_files/3978.sh']
migrate;s3/worker4/tmp_files/7126.sh;['s2/worker4/tmp_files/7126.sh']
migrate;s3/worker4/tmp_files/9770.sh;['s2/worker4/tmp_files/9770.sh']
migrate;s3/worker4/tmp_files/3697.sh;['s2/worker4/tmp_files/3697.sh']
migrate;s3/worker4/tmp_files/9799.sh;['s2/worker4/tmp_files/9799.sh']
migrate;s3/worker4/tmp_files/8759.sh;['s2/worker4/tmp_files/8759.sh']
migrate;s3/worker4/tmp_files/4064.sh;['s2/worker4/tmp_files/4064.sh']
migrate;s3/worker4/tmp_files/7850.sh;['s2/worker4/tmp_files/7850.sh']
migrate;s3/worker4/tmp_files/3056.sh;['s2/worker4/tmp_files/3056.sh']
migrate;s3/worker4/tmp_files/7861.sh;['s2/worker4/tmp_files/7861.sh']
migrate;s3/worker4/tmp_files/5046.sh;['s2/worker4/tmp_files/5046.sh']
migrate;s3/worker4/tmp_files/4419.sh;['s2/worker4/tmp_files/4419.sh']
migrate;s3/worker4/tmp_files/658.sh;['s2/worker4/tmp_files/658.sh']
migrate;s3/worker4/tmp_files/5872.sh;['s2/worker4/tmp_files/5872.sh']
migrate;s3/worker4/tmp_files/4531.sh;['s2/worker4/tmp_files/4531.sh']
migrate;s3/worker4/tmp_files/772.sh;['s2/worker4/tmp_files/772.sh']
