reason; destination_file; list_of_source_files
migrate;temp_merge/Polaris_08n_0064a/qsub.batch;['stage/Polaris_08n_0064a/qsub.batch']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/952.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/952.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/3228.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/3228.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/7982.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/7982.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/8898.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/8898.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/3949.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/3949.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/3736.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/3736.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/748.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/748.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/4797.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/4797.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/1353.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/1353.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/3494.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/3494.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/7541.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/7541.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/1913.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/1913.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/162.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/162.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/2480.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/2480.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/2437.sh;['stage/Polaris_08n_0064a/worker4/tmp_files/2437.sh']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/7541_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/7541_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/748_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/748_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/1353_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/1353_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/2437_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/2437_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/952_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/952_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/8898_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/8898_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/3736_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/3736_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/3228_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/3228_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/162_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/162_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/3949_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/3949_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/4797_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/4797_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/3494_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/3494_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/7982_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/7982_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/1913_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/1913_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker4/tmp_files/2480_0.log;['stage/Polaris_08n_0064a/worker4/tmp_files/2480_0.log']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/5201.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/5201.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/6147.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/6147.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/2681.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/2681.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/875.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/875.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/2119.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/2119.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/5520.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/5520.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/1917.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/1917.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/9602.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/9602.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/6918.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/6918.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/1905.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/1905.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/9940.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/9940.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/9851.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/9851.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/9888.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/9888.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/6000.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/6000.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/4052.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/4052.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/9790.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/9790.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/921.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/921.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/7312.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/7312.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/2721.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/2721.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/6638.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/6638.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/5633.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/5633.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/306.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/306.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/4464.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/4464.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/8172.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/8172.sh']
migrate;temp_merge/Polaris_08n_0064a/worker3/tmp_files/9931.sh;['stage/Polaris_08n_0064a/worker3/tmp_files/9931.sh']
