reason; destination_file; list_of_source_files
migrate;stage/merge_Theta_128n_1400a/qsub_dd9d07d3_v0.batch;['logs/ThetaSourceTasks/Theta_128n_1400a/qsub_dd9d07d3.batch']
migrate;stage/merge_Theta_128n_1400a/run_ytopt_dceb8332_v0.py;['logs/ThetaSourceTasks/Theta_128n_1400a/run_ytopt_dceb8332.py']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/1921_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/1921.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/7172_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/7172.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/3032_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/3032.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/9699_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/9699.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/5929_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/5929.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/7838_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/7838.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/8381_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/8381.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/9755_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/9755.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/5688_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/5688.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/5061_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/5061.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/7783_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/7783.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/6891_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/6891.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/6403_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/6403.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/7341_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/7341.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/1466_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/1466.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/6207_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/6207.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/9707_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/9707.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/1962_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/1962.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/9403_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/9403.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/8303_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/8303.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/3253_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/3253.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/7260_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/7260.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/9263_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/9263.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/10000_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/10000.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/570_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/570.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/4438_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/4438.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/2521_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/2521.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/8892_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/8892.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/2739_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/2739.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/4584_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/4584.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/2576_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/2576.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/1908_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/1908.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/5203_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/5203.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/5823_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/5823.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/1043_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/1043.sh']
migrate;stage/merge_Theta_128n_1400a/worker2/tmp_files/9419_v0.sh;['logs/ThetaSourceTasks/Theta_128n_1400a/worker2/tmp_files/9419.sh']
