reason; destination_file; list_of_source_files
migrate;temp_merge/Polaris_16n_0064a/qsub.batch;['stage/Polaris_16n_0064a/qsub.batch']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/9282.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/9282.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/1002.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/1002.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/415.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/415.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/3021.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/3021.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/9936.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/9936.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/2879.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/2879.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/2057.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/2057.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/6472.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/6472.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/8232.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/8232.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/3741.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/3741.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/79.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/79.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/619.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/619.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/9329.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/9329.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/7664.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/7664.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/449.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/449.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/4066.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/4066.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/4926.sh;['stage/Polaris_16n_0064a/worker4/tmp_files/4926.sh']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/2057_0.log;['stage/Polaris_16n_0064a/worker4/tmp_files/2057_0.log']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/9329_0.log;['stage/Polaris_16n_0064a/worker4/tmp_files/9329_0.log']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/6472_0.log;['stage/Polaris_16n_0064a/worker4/tmp_files/6472_0.log']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/9936_0.log;['stage/Polaris_16n_0064a/worker4/tmp_files/9936_0.log']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/4926_0.log;['stage/Polaris_16n_0064a/worker4/tmp_files/4926_0.log']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/7664_0.log;['stage/Polaris_16n_0064a/worker4/tmp_files/7664_0.log']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/2879_0.log;['stage/Polaris_16n_0064a/worker4/tmp_files/2879_0.log']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/619_0.log;['stage/Polaris_16n_0064a/worker4/tmp_files/619_0.log']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/3021_0.log;['stage/Polaris_16n_0064a/worker4/tmp_files/3021_0.log']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/3741_0.log;['stage/Polaris_16n_0064a/worker4/tmp_files/3741_0.log']
migrate;temp_merge/Polaris_16n_0064a/worker4/tmp_files/8232_0.log;['stage/Polaris_16n_0064a/worker4/tmp_files/8232_0.log']
