reason; destination_file; list_of_source_files
migrate;s3/ensemble.log;['s2/ensemble.log']
migrate;s3/qsub.batch;['s2/qsub.batch']
migrate;s3/worker4/tmp_files/9902.sh;['s2/worker4/tmp_files/9902.sh']
migrate;s3/worker4/tmp_files/2996.sh;['s2/worker4/tmp_files/2996.sh']
migrate;s3/worker4/tmp_files/4794.sh;['s2/worker4/tmp_files/4794.sh']
migrate;s3/worker4/tmp_files/92.sh;['s2/worker4/tmp_files/92.sh']
migrate;s3/worker4/tmp_files/3709.sh;['s2/worker4/tmp_files/3709.sh']
migrate;s3/worker4/tmp_files/7414.sh;['s2/worker4/tmp_files/7414.sh']
migrate;s3/worker4/tmp_files/9985.sh;['s2/worker4/tmp_files/9985.sh']
migrate;s3/worker4/tmp_files/3955.sh;['s2/worker4/tmp_files/3955.sh']
migrate;s3/worker4/tmp_files/5224.sh;['s2/worker4/tmp_files/5224.sh']
migrate;s3/worker4/tmp_files/2867.sh;['s2/worker4/tmp_files/2867.sh']
migrate;s3/worker4/tmp_files/242.sh;['s2/worker4/tmp_files/242.sh']
migrate;s3/worker4/tmp_files/6993.sh;['s2/worker4/tmp_files/6993.sh']
migrate;s3/worker4/tmp_files/9444.sh;['s2/worker4/tmp_files/9444.sh']
migrate;s3/worker4/tmp_files/8874.sh;['s2/worker4/tmp_files/8874.sh']
migrate;s3/worker4/tmp_files/3349.sh;['s2/worker4/tmp_files/3349.sh']
migrate;s3/worker4/tmp_files/5873.sh;['s2/worker4/tmp_files/5873.sh']
migrate;s3/worker4/tmp_files/4814.sh;['s2/worker4/tmp_files/4814.sh']
migrate;s3/worker4/tmp_files/2070.sh;['s2/worker4/tmp_files/2070.sh']
migrate;s3/worker4/tmp_files/2126.sh;['s2/worker4/tmp_files/2126.sh']
migrate;s3/worker4/tmp_files/9940.sh;['s2/worker4/tmp_files/9940.sh']
migrate;s3/worker4/tmp_files/160.sh;['s2/worker4/tmp_files/160.sh']
migrate;s3/worker4/tmp_files/324.sh;['s2/worker4/tmp_files/324.sh']
migrate;s3/worker4/tmp_files/232.sh;['s2/worker4/tmp_files/232.sh']
migrate;s3/worker4/tmp_files/284.sh;['s2/worker4/tmp_files/284.sh']
migrate;s3/worker4/tmp_files/2341.sh;['s2/worker4/tmp_files/2341.sh']
migrate;s3/worker4/tmp_files/3251.sh;['s2/worker4/tmp_files/3251.sh']
migrate;s3/worker4/tmp_files/510.sh;['s2/worker4/tmp_files/510.sh']
migrate;s3/worker4/tmp_files/1644.sh;['s2/worker4/tmp_files/1644.sh']
migrate;s3/worker4/tmp_files/4077.sh;['s2/worker4/tmp_files/4077.sh']
migrate;s3/worker4/tmp_files/5544.sh;['s2/worker4/tmp_files/5544.sh']
