reason; destination_file; list_of_source_files
migrate;temp_merge/Polaris_02n_0064a/qsub.batch;['stage/Polaris_02n_0064a/qsub.batch']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/6761.sh;['stage/Polaris_02n_0064a/worker4/tmp_files/6761.sh']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/6103.sh;['stage/Polaris_02n_0064a/worker4/tmp_files/6103.sh']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/3800.sh;['stage/Polaris_02n_0064a/worker4/tmp_files/3800.sh']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/8906.sh;['stage/Polaris_02n_0064a/worker4/tmp_files/8906.sh']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/43.sh;['stage/Polaris_02n_0064a/worker4/tmp_files/43.sh']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/6220.sh;['stage/Polaris_02n_0064a/worker4/tmp_files/6220.sh']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/3493.sh;['stage/Polaris_02n_0064a/worker4/tmp_files/3493.sh']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/7579.sh;['stage/Polaris_02n_0064a/worker4/tmp_files/7579.sh']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/3210.sh;['stage/Polaris_02n_0064a/worker4/tmp_files/3210.sh']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/3921.sh;['stage/Polaris_02n_0064a/worker4/tmp_files/3921.sh']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/1554.sh;['stage/Polaris_02n_0064a/worker4/tmp_files/1554.sh']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/3144.sh;['stage/Polaris_02n_0064a/worker4/tmp_files/3144.sh']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/1554_0.log;['stage/Polaris_02n_0064a/worker4/tmp_files/1554_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/8906_0.log;['stage/Polaris_02n_0064a/worker4/tmp_files/8906_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/3921_0.log;['stage/Polaris_02n_0064a/worker4/tmp_files/3921_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/6103_0.log;['stage/Polaris_02n_0064a/worker4/tmp_files/6103_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/3493_0.log;['stage/Polaris_02n_0064a/worker4/tmp_files/3493_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/43_0.log;['stage/Polaris_02n_0064a/worker4/tmp_files/43_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/3800_0.log;['stage/Polaris_02n_0064a/worker4/tmp_files/3800_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/3210_0.log;['stage/Polaris_02n_0064a/worker4/tmp_files/3210_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/6761_0.log;['stage/Polaris_02n_0064a/worker4/tmp_files/6761_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/6220_0.log;['stage/Polaris_02n_0064a/worker4/tmp_files/6220_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/3144_0.log;['stage/Polaris_02n_0064a/worker4/tmp_files/3144_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker4/tmp_files/7579_0.log;['stage/Polaris_02n_0064a/worker4/tmp_files/7579_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/4688.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/4688.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/632.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/632.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/5507.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/5507.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/5006.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/5006.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/7941.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/7941.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/3734.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/3734.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/2194.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/2194.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/3805.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/3805.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/9342.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/9342.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/7309.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/7309.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/6206.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/6206.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/1978.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/1978.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/2838.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/2838.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/1402.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/1402.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/5387.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/5387.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/3560.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/3560.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/6388.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/6388.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/9566.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/9566.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/9382.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/9382.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/6683.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/6683.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/5514.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/5514.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/3863.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/3863.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/1875.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/1875.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/8308.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/8308.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/6729.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/6729.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/9815.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/9815.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/336.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/336.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/7051.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/7051.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/869.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/869.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/4031.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/4031.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/197.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/197.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/5013.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/5013.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/1786.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/1786.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/2727.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/2727.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/4650.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/4650.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/7801.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/7801.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/2944.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/2944.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/4129.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/4129.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/3785.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/3785.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/2980.sh;['stage/Polaris_02n_0064a/worker3/tmp_files/2980.sh']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/632_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/632_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/2838_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/2838_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/9566_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/9566_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/5006_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/5006_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/2727_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/2727_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/4129_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/4129_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/6388_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/6388_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/8308_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/8308_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/3734_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/3734_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/2194_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/2194_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/7941_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/7941_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/3560_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/3560_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/3805_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/3805_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/9815_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/9815_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/9382_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/9382_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/869_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/869_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/1978_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/1978_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/3785_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/3785_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/1786_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/1786_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/5507_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/5507_0.log']
migrate;temp_merge/Polaris_02n_0064a/worker3/tmp_files/5514_0.log;['stage/Polaris_02n_0064a/worker3/tmp_files/5514_0.log']
