reason; destination_file; list_of_source_files
migrate;temp_merge/Polaris_01n_0064a/qsub.batch;['stage/Polaris_01n_0064a/qsub.batch']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/2314.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/2314.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/961.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/961.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/8548.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/8548.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/7398.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/7398.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/8100.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/8100.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/6536.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/6536.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/2684.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/2684.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/4744.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/4744.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/5703.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/5703.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/6348.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/6348.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/3125.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/3125.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/1270.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/1270.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/3246.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/3246.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/9386.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/9386.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/2467.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/2467.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/4117.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/4117.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/1852.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/1852.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/4534.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/4534.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/1397.sh;['stage/Polaris_01n_0064a/worker4/tmp_files/1397.sh']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/2314_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/2314_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/7398_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/7398_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/3125_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/3125_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/2684_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/2684_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/8548_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/8548_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/1397_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/1397_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/4117_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/4117_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/961_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/961_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/9386_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/9386_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/4744_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/4744_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/3246_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/3246_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/1852_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/1852_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/6536_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/6536_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/1270_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/1270_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/8100_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/8100_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/4534_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/4534_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/5703_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/5703_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/2467_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/2467_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker4/tmp_files/6348_0.log;['stage/Polaris_01n_0064a/worker4/tmp_files/6348_0.log']
migrate;temp_merge/Polaris_01n_0064a/worker3/tmp_files/8046.sh;['stage/Polaris_01n_0064a/worker3/tmp_files/8046.sh']
migrate;temp_merge/Polaris_01n_0064a/worker3/tmp_files/4655.sh;['stage/Polaris_01n_0064a/worker3/tmp_files/4655.sh']
migrate;temp_merge/Polaris_01n_0064a/worker3/tmp_files/5006.sh;['stage/Polaris_01n_0064a/worker3/tmp_files/5006.sh']
migrate;temp_merge/Polaris_01n_0064a/worker3/tmp_files/9957.sh;['stage/Polaris_01n_0064a/worker3/tmp_files/9957.sh']
migrate;temp_merge/Polaris_01n_0064a/worker3/tmp_files/7911.sh;['stage/Polaris_01n_0064a/worker3/tmp_files/7911.sh']
migrate;temp_merge/Polaris_01n_0064a/worker3/tmp_files/2251.sh;['stage/Polaris_01n_0064a/worker3/tmp_files/2251.sh']
migrate;temp_merge/Polaris_01n_0064a/worker3/tmp_files/8599.sh;['stage/Polaris_01n_0064a/worker3/tmp_files/8599.sh']
migrate;temp_merge/Polaris_01n_0064a/worker3/tmp_files/7718.sh;['stage/Polaris_01n_0064a/worker3/tmp_files/7718.sh']
